ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,User-ID,Book-Rating
399501487,Lord of the Flies,William Gerald Golding,1959,Perigee Trade,http://images.amazon.com/images/P/0399501487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399501487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399501487.01.LZZZZZZZ.jpg,199502,8
157566559X,The Biograph Girl,William J. Mann,2000,Kensington Publishing Corp.,http://images.amazon.com/images/P/157566559X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/157566559X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/157566559X.01.LZZZZZZZ.jpg,1360,7
3423125551,Sofies Welt,Jostein Gaarder,1999,Deutscher Taschenbuch Verlag,http://images.amazon.com/images/P/3423125551.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423125551.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423125551.01.LZZZZZZZ.jpg,1361,10
3442730066,Vishnus Tod.,Manil Suri,2002,Btb Bei Goldmann,http://images.amazon.com/images/P/3442730066.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442730066.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442730066.01.LZZZZZZZ.jpg,1372,9
3596129389,Die Zauberfrau.,Hera Lind,1995,"Fischer (Tb.), Frankfurt",http://images.amazon.com/images/P/3596129389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3596129389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3596129389.01.LZZZZZZZ.jpg,15444,7
3423620196,Theos Reise. Roman Ã?Â¼ber die Religionen der Welt.,Catherine Clement,2000,Dtv,http://images.amazon.com/images/P/3423620196.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423620196.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423620196.01.LZZZZZZZ.jpg,1372,10
034543076X,Manifold: Time (Manifold (Paperback)),Stephen Baxter,2000,Del Rey Books,http://images.amazon.com/images/P/034543076X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034543076X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034543076X.01.LZZZZZZZ.jpg,11676,8
037542217X,The Kalahari Typing School for Men : More from the No. 1 Ladies' Detective Agency,Alexander McCall Smith,2003,Pantheon,http://images.amazon.com/images/P/037542217X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037542217X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037542217X.01.LZZZZZZZ.jpg,1399,9
440208912,Harvest,BELVA PLAIN,1991,Dell,http://images.amazon.com/images/P/0440208912.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440208912.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440208912.01.LZZZZZZZ.jpg,224108,7
1555973981,Baby B,Michael Ryan,2004,Graywolf Press,http://images.amazon.com/images/P/1555973981.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555973981.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555973981.01.LZZZZZZZ.jpg,235105,8
089587198X,Great Bike Rides in and Around Winston-Salem,Judi Lawson Wallace,2000,John F. Blair Publisher,http://images.amazon.com/images/P/089587198X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/089587198X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/089587198X.01.LZZZZZZZ.jpg,1412,7
039914255X,Eat Right for Your Type,Peter J. D'Adamo,1996,G. P. Putnam's Sons,http://images.amazon.com/images/P/039914255X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039914255X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039914255X.01.LZZZZZZZ.jpg,1424,7
1590171012,The Magic Pudding: Being the Adventures of Bunyip Bluegum and His Friends Bill Barnacle &amp; Sam Sawnoff (New York Review Children's Collection),Norman Lindsay,2004,New York Review Children's Collection,http://images.amazon.com/images/P/1590171012.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1590171012.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1590171012.01.LZZZZZZZ.jpg,53729,8
031215125X,The Far Pavilions,M. M. Kaye,1997,St. Martin's Press,http://images.amazon.com/images/P/031215125X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031215125X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031215125X.01.LZZZZZZZ.jpg,277435,8
076790382X,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,Bill Bryson,2000,Broadway Books,http://images.amazon.com/images/P/076790382X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/076790382X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/076790382X.01.LZZZZZZZ.jpg,5903,9
425158616,Cause of Death,Patricia Daniels Cornwell,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425158616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425158616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425158616.01.LZZZZZZZ.jpg,251071,7
1573221775,My Dream of You,Nuala O'Faolain,2001,Riverhead Books,http://images.amazon.com/images/P/1573221775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573221775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573221775.01.LZZZZZZZ.jpg,278314,2
345380371,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books,http://images.amazon.com/images/P/0345380371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345380371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345380371.01.LZZZZZZZ.jpg,203411,8
316690619,Cradle and All,James Patterson,2000,Little Brown and Company,http://images.amazon.com/images/P/0316690619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316690619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316690619.01.LZZZZZZZ.jpg,27485,10
2253004243,Une Vie,Guy De Maupassant,0,Livre De Poche French,http://images.amazon.com/images/P/2253004243.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253004243.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253004243.01.LZZZZZZZ.jpg,1442,10
3518390473,Der Wettermacher.,Peter Weber,1999,Suhrkamp,http://images.amazon.com/images/P/3518390473.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3518390473.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3518390473.01.LZZZZZZZ.jpg,1466,4
340414578X,Intrige.,Thomas Gifford,2001,LÃ?Â¼bbe,http://images.amazon.com/images/P/340414578X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/340414578X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/340414578X.01.LZZZZZZZ.jpg,143103,8
3596113350,Die Mambo Kings spielen Songs der Liebe. Roman.,Oscar Hijuelos,1992,"Fischer (Tb.), Frankfurt",http://images.amazon.com/images/P/3596113350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3596113350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3596113350.01.LZZZZZZZ.jpg,1466,8
3453189442,Das verbotene Lied.,Taiping Shangdi,2001,Heyne,http://images.amazon.com/images/P/3453189442.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453189442.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453189442.01.LZZZZZZZ.jpg,230492,8
1555217532,The Complete Hot &amp; Spicy Cookbook,Emma Callery,1991,Book Sales,http://images.amazon.com/images/P/1555217532.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555217532.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555217532.01.LZZZZZZZ.jpg,1467,7
1892051001,"Guinness 2000 Book of Records: Millennium Edition (Guinness Book of Records, 2000)",Guinness Media Inc.,1999,Guinness Records,http://images.amazon.com/images/P/1892051001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1892051001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1892051001.01.LZZZZZZZ.jpg,1467,5
1587991039,Technomanifestos: Visions from the Information Revolutionaries,Adam Brate,2002,Thomson Texere,http://images.amazon.com/images/P/1587991039.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1587991039.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1587991039.01.LZZZZZZZ.jpg,1473,10
1587214768,The Wicked Priest: An Allegory in Two Acts,Bob Levis,2000,1stBooks Library,http://images.amazon.com/images/P/1587214768.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1587214768.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1587214768.01.LZZZZZZZ.jpg,1475,8
1857931467,Dorien's Diary: My Intimate Confessions,Maurice Gran,1993,Chrysalis Books,http://images.amazon.com/images/P/1857931467.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1857931467.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1857931467.01.LZZZZZZZ.jpg,1484,5
1558747478,"Chicken Soup for the Parent's Soul : 101 Stories of Loving, Learning and Parenting (Chicken Soup for the Soul (Paper))",Mark Victor Hansen,2000,Health Communications,http://images.amazon.com/images/P/1558747478.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558747478.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558747478.01.LZZZZZZZ.jpg,93092,10
1884822738,"Big Little Book of Irish Wit &amp; Wisdom: Six Volumes in One : Irish Blessings, Irish Toasts, Irish Proverbs, Irish Riddles, Irish Laws, Irish Wisdom",Fergus Kelly,1997,Black Dog &amp; Leventhal Publishers,http://images.amazon.com/images/P/1884822738.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1884822738.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1884822738.01.LZZZZZZZ.jpg,177458,7
1931412677,Feel Good Naked,Laure Redmond,2001,Fair Winds Press,http://images.amazon.com/images/P/1931412677.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1931412677.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1931412677.01.LZZZZZZZ.jpg,1499,6
8420444782,Un Milagro Informal,Fernando Iwasaki Cauti,2003,"Alfaguara Ediciones, S.A. (Spain)",http://images.amazon.com/images/P/8420444782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8420444782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8420444782.01.LZZZZZZZ.jpg,1517,4
8489618844,Sangre a Borbotones (Coleccion Nueva Biblioteca),Rafael Reig,2002,Ediciones Lengua de Trapo,http://images.amazon.com/images/P/8489618844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8489618844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8489618844.01.LZZZZZZZ.jpg,1517,6
006017935X,Hill Towns,Anne Rivers Siddons,1993,Harpercollins,http://images.amazon.com/images/P/006017935X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006017935X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006017935X.01.LZZZZZZZ.jpg,1535,7
067976402X,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA,http://images.amazon.com/images/P/067976402X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067976402X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067976402X.01.LZZZZZZZ.jpg,277997,8
1558532161,Life's Little Instruction Book; Volume II,H. Jackson Brown,1993,Thomas Nelson Inc,http://images.amazon.com/images/P/1558532161.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558532161.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558532161.01.LZZZZZZZ.jpg,1539,10
037541181X,A Venetian Affair,ANDREA DI ROBILANT,2003,Knopf,http://images.amazon.com/images/P/037541181X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037541181X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037541181X.01.LZZZZZZZ.jpg,1548,7
006093395X,As the Romans Do: An American Family's Italian Odyssey,Alan Epstein,2001,Perennial,http://images.amazon.com/images/P/006093395X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006093395X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006093395X.01.LZZZZZZZ.jpg,1548,6
076790351X,Beethoven's Hair : An Extraordinary Historical Odyssey and a Scientific Mystery Solved,RUSSELL MARTIN,2001,Broadway,http://images.amazon.com/images/P/076790351X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/076790351X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/076790351X.01.LZZZZZZZ.jpg,11676,5
034540288X,The Lost World,Michael Crichton,1996,Ballantine Books,http://images.amazon.com/images/P/034540288X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034540288X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034540288X.01.LZZZZZZZ.jpg,1548,5
1582970262,The Writers Complete Fantasy Reference: An Indispensable Compendium of Myth and Magic,Writer's Digest Books,2000,Writer's Digest Books,http://images.amazon.com/images/P/1582970262.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1582970262.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1582970262.01.LZZZZZZZ.jpg,188369,8
1566091446,Photoshop 3 for Macintosh (Visual Quickstart Guide),Elaine Weinmann,1995,Peachpit Press,http://images.amazon.com/images/P/1566091446.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1566091446.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1566091446.01.LZZZZZZZ.jpg,1556,5
006105660X,"Washington's Dirigible (Timeline Wars/John Barnes, No 2)",John Barnes,1997,Harpercollins,http://images.amazon.com/images/P/006105660X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006105660X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006105660X.01.LZZZZZZZ.jpg,1558,10
1569314195,Pokemon Tales : Where's Clefairy's Voice? (Pokemon Tales),Junko Wada,1999,VIZ LLC,http://images.amazon.com/images/P/1569314195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1569314195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1569314195.01.LZZZZZZZ.jpg,1582,10
3257228007,Das Parfum: Die Geschichte Eines Morders,Patrick Suskind,1994,Distribooks Inc,http://images.amazon.com/images/P/3257228007.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257228007.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257228007.01.LZZZZZZZ.jpg,1591,10
067169071X,EVERYTHING SHE EVER WANTED,Ann Rule,1993,Pocket,http://images.amazon.com/images/P/067169071X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067169071X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067169071X.01.LZZZZZZZ.jpg,1597,7
042513301X,A Cold Day for Murder,Dana Stabenow,1992,Berkley Publishing Group,http://images.amazon.com/images/P/042513301X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042513301X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042513301X.01.LZZZZZZZ.jpg,17440,5
1558175326,The White Puma,R.D. Lawrence,1991,Pinnacle Books,http://images.amazon.com/images/P/1558175326.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558175326.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558175326.01.LZZZZZZZ.jpg,261603,10
1570719586,God-Shaped Hole,Tiffanie DeBartolo,2002,Sourcebooks Landmark,http://images.amazon.com/images/P/1570719586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570719586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570719586.01.LZZZZZZZ.jpg,8188,6
3492232981,Afrikanisches Fieber. Erfahrungen aus vierzig Jahren.,Ryszard Kapuscinski,2001,Piper,http://images.amazon.com/images/P/3492232981.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3492232981.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3492232981.01.LZZZZZZZ.jpg,1615,10
1931561281,The Australia Stories: A Novel,Todd James Pierce,2003,MacAdam/Cage Publishing,http://images.amazon.com/images/P/1931561281.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1931561281.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1931561281.01.LZZZZZZZ.jpg,1652,5
038080350X,Crescent City Rhapsody,Kathleen Ann Goonan,2001,Eos,http://images.amazon.com/images/P/038080350X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038080350X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038080350X.01.LZZZZZZZ.jpg,138867,7
8401466350,Cinco dÃ­as en ParÃ­s,Danielle Steel,1996,"Plaza &amp; Janes Editores, S.A.",http://images.amazon.com/images/P/8401466350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8401466350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8401466350.01.LZZZZZZZ.jpg,1653,7
1562477676,Molly Takes Flight (American Girls Short Stories),Valerie Tripp,1999,Pleasant Company Publications,http://images.amazon.com/images/P/1562477676.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1562477676.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1562477676.01.LZZZZZZZ.jpg,1654,8
014029645X,Sherlock Holmes and the Rune Stone Mystery (Sherlock Holmes Mysteries (Penguin)),Larry Millett,2000,Penguin Books,http://images.amazon.com/images/P/014029645X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014029645X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014029645X.01.LZZZZZZZ.jpg,2103,10
1593080743,The Age of Innocence,Edith Wharton,2004,Barnes &amp; Noble Books-Imports,http://images.amazon.com/images/P/1593080743.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1593080743.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1593080743.01.LZZZZZZZ.jpg,81848,9
038548951X,Sister of My Heart,Chitra Banerjee Divakaruni,2000,Anchor Pub,http://images.amazon.com/images/P/038548951X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038548951X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038548951X.01.LZZZZZZZ.jpg,1674,10
055326396X,Arctic Dreams: Imagination and Desire in a Northern Landscape,Barry Lopez,1993,Bantam Books,http://images.amazon.com/images/P/055326396X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055326396X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055326396X.01.LZZZZZZZ.jpg,32934,9
051512902X,After Dark,Jayne Castle,2000,Jove Books,http://images.amazon.com/images/P/051512902X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051512902X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051512902X.01.LZZZZZZZ.jpg,1688,5
8401427177,"Vieja Sirena, La",Jose Luis Sampedro,1998,"Plaza &amp; Janes Editores, S.A.",http://images.amazon.com/images/P/8401427177.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8401427177.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8401427177.01.LZZZZZZZ.jpg,1696,8
1569470901,Rebuilding Coventry: A Tale of Two Cities,Sue Townsend,1997,Soho Press,http://images.amazon.com/images/P/1569470901.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1569470901.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1569470901.01.LZZZZZZZ.jpg,1719,5
8466307982,La joven de la perla,Tracy Chevalier,2002,Santillana USA Publishing Company,http://images.amazon.com/images/P/8466307982.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8466307982.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8466307982.01.LZZZZZZZ.jpg,1725,7
844062719X,Maestro Cantor,Orson Scott Card,1993,Ediciones B,http://images.amazon.com/images/P/844062719X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/844062719X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/844062719X.01.LZZZZZZZ.jpg,1725,10
844507119X,Fahrenheit 451 - T.D. -,Ray Bradbury,1997,Minotauro,http://images.amazon.com/images/P/844507119X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/844507119X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/844507119X.01.LZZZZZZZ.jpg,1725,10
8466300708,Manana En La Batalla Piensa En Mi - Bolsillo,Javier Marias,2001,Suma de Letras,http://images.amazon.com/images/P/8466300708.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8466300708.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8466300708.01.LZZZZZZZ.jpg,15421,5
037383232X,Sweet Promise,Janet Dailey,1991,Harlequin,http://images.amazon.com/images/P/037383232X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037383232X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037383232X.01.LZZZZZZZ.jpg,1733,9
1551666200,Sarah'S Child - Hardcover,Linda Howard,2000,Mira,http://images.amazon.com/images/P/1551666200.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551666200.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551666200.01.LZZZZZZZ.jpg,1733,9
059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,http://images.amazon.com/images/P/059035342X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/059035342X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/059035342X.01.LZZZZZZZ.jpg,278162,10
037325928X,"Walk On The Wild Side (Harlequin Temptation, No 828)",Donna Kauffman,2001,Harlequin,http://images.amazon.com/images/P/037325928X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037325928X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037325928X.01.LZZZZZZZ.jpg,1733,7
044652767X,Seduction by Design,Sandra Brown,2001,Warner Books,http://images.amazon.com/images/P/044652767X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044652767X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044652767X.01.LZZZZZZZ.jpg,21268,8
037330174X,"Wellspring (Western Lovers, 26)",Curtiss Ann Matlock,1998,Harlequin,http://images.amazon.com/images/P/037330174X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037330174X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037330174X.01.LZZZZZZZ.jpg,1733,8
1551669404,Just Over The Mountain,Robyn Carr,2002,Mira,http://images.amazon.com/images/P/1551669404.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551669404.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551669404.01.LZZZZZZZ.jpg,1733,6
055320923X,Silent Sea,Harry Homewood,1984,Bantam Books,http://images.amazon.com/images/P/055320923X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055320923X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055320923X.01.LZZZZZZZ.jpg,91249,9
8806163698,Il Giovane Holden,J. D. Salinger,2003,Distribooks Inc,http://images.amazon.com/images/P/8806163698.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8806163698.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8806163698.01.LZZZZZZZ.jpg,2738,4
8807810360,Una Donna,Aleramo,0,Feltrinelli,http://images.amazon.com/images/P/8807810360.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8807810360.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8807810360.01.LZZZZZZZ.jpg,1762,6
8466302263,El Ultimo Judio (Punto de Lectura),Noah Gordon,2003,Punto de Lectura,http://images.amazon.com/images/P/8466302263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8466302263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8466302263.01.LZZZZZZZ.jpg,49155,9
2277238929,De Bons Presages,T. Pratchett,1997,Editions 84,http://images.amazon.com/images/P/2277238929.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2277238929.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2277238929.01.LZZZZZZZ.jpg,32721,8
2743606789,Du bon usage de la lenteur,Pierre Sansot,2000,Rivages,http://images.amazon.com/images/P/2743606789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2743606789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2743606789.01.LZZZZZZZ.jpg,1797,8
2253001279,Journal De Anne Frank,Anne Frank,2003,Livre De Poche French,http://images.amazon.com/images/P/2253001279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253001279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253001279.01.LZZZZZZZ.jpg,69808,10
2253047422,Le Pigeon,Patrick Suskind,0,Livre De Poche French,http://images.amazon.com/images/P/2253047422.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253047422.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253047422.01.LZZZZZZZ.jpg,66255,8
8806160427,L'Ultimo Natale Di Guerra: A Cura Di Marco Belpoliti,Primo Levi,2003,Distribooks Inc,http://images.amazon.com/images/P/8806160427.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8806160427.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8806160427.01.LZZZZZZZ.jpg,1799,9
9500703203,El Amor En Los Tiempos Del Colera / Love in the Times of Cholera,Gabriel Garcia Marquez,1987,Sudamericana,http://images.amazon.com/images/P/9500703203.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9500703203.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9500703203.01.LZZZZZZZ.jpg,1805,7
843760494X,Cien AÃ±os de Soledad,Gabriel GarcÃ­a MÃ¡rquez,1994,Ediciones Catedra S.A.,http://images.amazon.com/images/P/843760494X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/843760494X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/843760494X.01.LZZZZZZZ.jpg,1805,8
038082101X,Daughter of Fortune: A Novel,Isabel Allende,2001,HarperTorch,http://images.amazon.com/images/P/038082101X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038082101X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038082101X.01.LZZZZZZZ.jpg,1805,7
3453099613,Schatten Ã?Â¼ber den Weiden.,Nora Roberts,1996,Heyne,http://images.amazon.com/images/P/3453099613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453099613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453099613.01.LZZZZZZZ.jpg,1807,3
1558747028,Chicken Soup for the College Soul : Inspiring and Humorous Stories for College Students (Chicken Soup for the Soul),Jack Canfield,1999,Health Communications,http://images.amazon.com/images/P/1558747028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558747028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558747028.01.LZZZZZZZ.jpg,638,10
1579213405,Emotional Purity : An Affair of the Heart,Heather Arnel Paulsen,2001,Winepress Publishing,http://images.amazon.com/images/P/1579213405.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1579213405.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1579213405.01.LZZZZZZZ.jpg,1812,6
671708635,Seven Habits Of Highly Effective People,Stephen R. Covey,1990,Free Press,http://images.amazon.com/images/P/0671708635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671708635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671708635.01.LZZZZZZZ.jpg,224108,7
9679787834,Vermillion eye: A chiller of a thriller that will shock you to the bone,Halim,2000,Pelanduk Publications,http://images.amazon.com/images/P/9679787834.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9679787834.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9679787834.01.LZZZZZZZ.jpg,1835,6
